;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29.5.2020. 11:44:08
;----------------------------------------------

;Address Opcode 	ASM
0x08E8	0xF004EFD0  	GOTO        BNIB32A
;__Lib_MathDouble.c,623 :: 		
0x08EC	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,624 :: 		
0x08EE	0xF008C000  	MOVFF       R0, R8
;__Lib_MathDouble.c,625 :: 		
0x08F2	0xF000C001  	MOVFF       R1, R0
;__Lib_MathDouble.c,626 :: 		
0x08F6	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,627 :: 		
0x08F8	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,628 :: 		
0x08FA	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,630 :: 		
0x08FE	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,631 :: 		
0x0900	0xF004EFAE  	GOTO        BNIB32B
;__Lib_MathDouble.c,632 :: 		
0x0904	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,633 :: 		
0x0906	0xF008C000  	MOVFF       R0, R8
;__Lib_MathDouble.c,634 :: 		
0x090A	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,635 :: 		
0x090C	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,636 :: 		
0x090E	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,638 :: 		
0x0912	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,639 :: 		
0x0914	0xF004EF95  	GOTO        BNIB32C
;__Lib_MathDouble.c,641 :: 		
BRETURN32:
;__Lib_MathDouble.c,642 :: 		
0x0918	0xF002C00A  	MOVFF       R10, R2
;__Lib_MathDouble.c,643 :: 		
0x091C	0xF001C005  	MOVFF       R5, R1
;__Lib_MathDouble.c,644 :: 		
0x0920	0xF000C004  	MOVFF       R4, R0
;__Lib_MathDouble.c,645 :: 		
0x0924	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,646 :: 		
0x0926	0xF006EF56  	GOTO        ADDEOK
;__Lib_MathDouble.c,648 :: 		
BNIB32C:
;__Lib_MathDouble.c,649 :: 		
0x092A	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,650 :: 		
0x092C	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,651 :: 		
0x092E	0xF004EFA0  	GOTO        BLOOP32C
;__Lib_MathDouble.c,652 :: 		
0x0932	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,653 :: 		
0x0934	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,654 :: 		
0x0936	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,655 :: 		
0x0938	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,656 :: 		
0x093A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,657 :: 		
0x093C	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,659 :: 		
BLOOP32C:
;__Lib_MathDouble.c,660 :: 		
0x0940	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,661 :: 		
0x0942	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,662 :: 		
0x0944	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,663 :: 		
0x0946	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,664 :: 		
0x094A	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,665 :: 		
0x094C	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,666 :: 		
0x094E	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,667 :: 		
0x0950	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,668 :: 		
0x0954	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,669 :: 		
0x0956	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,670 :: 		
0x0958	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,672 :: 		
BNIB32B:
;__Lib_MathDouble.c,673 :: 		
0x095C	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,674 :: 		
0x095E	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,675 :: 		
0x0960	0xF004EFBF  	GOTO        BLOOP32B
;__Lib_MathDouble.c,676 :: 		
0x0964	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,677 :: 		
0x0966	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,678 :: 		
0x0968	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,679 :: 		
0x096A	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,680 :: 		
0x096C	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,681 :: 		
0x096E	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,682 :: 		
0x0970	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,683 :: 		
0x0972	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,684 :: 		
0x0974	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,685 :: 		
0x0976	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,686 :: 		
0x0978	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,687 :: 		
0x097A	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,689 :: 		
BLOOP32B:
;__Lib_MathDouble.c,690 :: 		
0x097E	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,691 :: 		
0x0980	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,692 :: 		
0x0982	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,693 :: 		
0x0984	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,694 :: 		
0x0986	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,695 :: 		
0x098A	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,696 :: 		
0x098C	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,697 :: 		
0x098E	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,698 :: 		
0x0990	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,699 :: 		
0x0992	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,700 :: 		
0x0996	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,701 :: 		
0x0998	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,702 :: 		
0x099A	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,703 :: 		
0x099C	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,705 :: 		
BNIB32A:
;__Lib_MathDouble.c,706 :: 		
0x09A0	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,707 :: 		
0x09A2	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,708 :: 		
0x09A4	0xF004EFE7  	GOTO        BLOOP32A
;__Lib_MathDouble.c,709 :: 		
0x09A8	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,710 :: 		
0x09AA	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,711 :: 		
0x09AC	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,712 :: 		
0x09AE	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,713 :: 		
0x09B0	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,714 :: 		
0x09B2	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,715 :: 		
0x09B4	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,716 :: 		
0x09B6	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,717 :: 		
0x09B8	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,718 :: 		
0x09BA	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,719 :: 		
0x09BC	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,720 :: 		
0x09BE	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,721 :: 		
0x09C0	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,722 :: 		
0x09C2	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,723 :: 		
0x09C4	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,724 :: 		
0x09C6	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,725 :: 		
0x09C8	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,726 :: 		
0x09CA	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,728 :: 		
BLOOP32A:
;__Lib_MathDouble.c,729 :: 		
0x09CE	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,730 :: 		
0x09D0	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,731 :: 		
0x09D2	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,732 :: 		
0x09D4	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,733 :: 		
0x09D6	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,734 :: 		
0x09D8	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,735 :: 		
0x09DC	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,736 :: 		
0x09DE	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,737 :: 		
0x09E0	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,738 :: 		
0x09E2	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,739 :: 		
0x09E4	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,740 :: 		
0x09E6	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,741 :: 		
0x09EA	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,742 :: 		
0x09EC	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,743 :: 		
0x09EE	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,744 :: 		
0x09F0	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,745 :: 		
0x09F2	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,747 :: 		
BNIB32:
;__Lib_MathDouble.c,748 :: 		
0x09F6	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,749 :: 		
0x09F8	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,750 :: 		
0x09FA	0xF005EF18  	GOTO        BLOOP32
;__Lib_MathDouble.c,751 :: 		
0x09FE	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,752 :: 		
0x0A00	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,753 :: 		
0x0A02	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,754 :: 		
0x0A04	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,755 :: 		
0x0A06	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,756 :: 		
0x0A08	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,757 :: 		
0x0A0A	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,758 :: 		
0x0A0C	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,759 :: 		
0x0A0E	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,760 :: 		
0x0A10	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,761 :: 		
0x0A12	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,762 :: 		
0x0A14	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,763 :: 		
0x0A16	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,764 :: 		
0x0A18	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,765 :: 		
0x0A1A	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,766 :: 		
0x0A1C	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,767 :: 		
0x0A1E	0x3802      	SWAPF       R2, 0, 0
;__Lib_MathDouble.c,768 :: 		
0x0A20	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,769 :: 		
0x0A22	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,770 :: 		
0x0A24	0x3802      	SWAPF       R2, 0, 0
;__Lib_MathDouble.c,771 :: 		
0x0A26	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,772 :: 		
0x0A28	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,773 :: 		
0x0A2A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,774 :: 		
0x0A2C	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,776 :: 		
BLOOP32:
;__Lib_MathDouble.c,777 :: 		
0x0A30	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,778 :: 		
0x0A32	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,779 :: 		
0x0A34	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,780 :: 		
0x0A36	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,781 :: 		
0x0A38	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,782 :: 		
0x0A3A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,783 :: 		
0x0A3C	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,784 :: 		
0x0A40	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,785 :: 		
0x0A42	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,786 :: 		
0x0A44	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,787 :: 		
0x0A46	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,788 :: 		
0x0A48	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,789 :: 		
0x0A4A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,790 :: 		
0x0A4C	0xF005EF2D  	GOTO        BLIGNED32
;__Lib_MathDouble.c,791 :: 		
0x0A50	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,792 :: 		
0x0A52	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,793 :: 		
0x0A54	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,794 :: 		
0x0A56	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,795 :: 		
0x0A58	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,797 :: 		
BLIGNED32:
;__Lib_MathDouble.c,798 :: 		
0x0A5A	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,799 :: 		
0x0A5C	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,800 :: 		
0x0A5E	0xAE0E      	BTFSS       R14, 7, 0
;__Lib_MathDouble.c,801 :: 		
0x0A60	0xF006EF21  	GOTO        AOK32
;__Lib_MathDouble.c,802 :: 		
0x0A64	0x1E08      	COMF        R8, 1, 0
;__Lib_MathDouble.c,803 :: 		
0x0A66	0x1E00      	COMF        R0, 1, 0
;__Lib_MathDouble.c,804 :: 		
0x0A68	0x1E01      	COMF        R1, 1, 0
;__Lib_MathDouble.c,805 :: 		
0x0A6A	0x1E02      	COMF        R2, 1, 0
;__Lib_MathDouble.c,806 :: 		
0x0A6C	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,807 :: 		
0x0A6E	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,808 :: 		
0x0A70	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,809 :: 		
0x0A72	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,810 :: 		
0x0A74	0xF006EF21  	GOTO        AOK32
;__Lib_MathDouble.c,812 :: 		
USEA32:
;__Lib_MathDouble.c,813 :: 		
0x0A78	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,814 :: 		
0x0A7A	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,815 :: 		
0x0A7C	0xF005EF42  	GOTO        BNE032
;__Lib_MathDouble.c,816 :: 		
0x0A80	0xF006EF56  	GOTO        ADDEOK
;__Lib_MathDouble.c,818 :: 		
BNE032:
;__Lib_MathDouble.c,819 :: 		
0x0A84	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,820 :: 		
0x0A86	0xF00AC002  	MOVFF       R2, R10
;__Lib_MathDouble.c,821 :: 		
0x0A8A	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,822 :: 		
0x0A8C	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,824 :: 		
0x0A8E	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,825 :: 		
0x0A90	0x5C03      	SUBWF       R3, 0, 0
;__Lib_MathDouble.c,826 :: 		
0x0A92	0x6E07      	MOVWF       R7, 0
;__Lib_MathDouble.c,827 :: 		
0x0A94	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,828 :: 		
0x0A96	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,830 :: 		
0x0A9A	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,831 :: 		
0x0A9C	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,832 :: 		
0x0A9E	0xF005EFE2  	GOTO        ANIB32
;__Lib_MathDouble.c,833 :: 		
0x0AA2	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,834 :: 		
0x0AA4	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,835 :: 		
0x0AA6	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,836 :: 		
0x0AA8	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,837 :: 		
0x0AAA	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,838 :: 		
0x0AAC	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,839 :: 		
0x0AAE	0x6E05      	MOVWF       R5, 0
;__Lib_MathDouble.c,840 :: 		
0x0AB0	0x6A06      	CLRF        R6, 0
;__Lib_MathDouble.c,841 :: 		
0x0AB2	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,842 :: 		
0x0AB4	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,844 :: 		
0x0AB8	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,845 :: 		
0x0ABA	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,846 :: 		
0x0ABC	0xF005EFB7  	GOTO        ANIB32A
;__Lib_MathDouble.c,847 :: 		
0x0AC0	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,848 :: 		
0x0AC2	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,849 :: 		
0x0AC4	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,850 :: 		
0x0AC6	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,851 :: 		
0x0AC8	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,852 :: 		
0x0ACA	0x6A05      	CLRF        R5, 0
;__Lib_MathDouble.c,853 :: 		
0x0ACC	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,854 :: 		
0x0ACE	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,856 :: 		
0x0AD2	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,857 :: 		
0x0AD4	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,858 :: 		
0x0AD6	0xF005EF95  	GOTO        ANIB32B
;__Lib_MathDouble.c,859 :: 		
0x0ADA	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,860 :: 		
0x0ADC	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,861 :: 		
0x0ADE	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,862 :: 		
0x0AE0	0x6A04      	CLRF        R4, 0
;__Lib_MathDouble.c,863 :: 		
0x0AE2	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,864 :: 		
0x0AE4	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,866 :: 		
0x0AE8	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,867 :: 		
0x0AEA	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,868 :: 		
0x0AEC	0xF005EF7C  	GOTO        ANIB32C
;__Lib_MathDouble.c,870 :: 		
0x0AF0	0xF002C00A  	MOVFF       R10, R2
;__Lib_MathDouble.c,871 :: 		
0x0AF4	0xF006EF56  	GOTO        ADDEOK
;__Lib_MathDouble.c,873 :: 		
ANIB32C:
;__Lib_MathDouble.c,874 :: 		
0x0AF8	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,875 :: 		
0x0AFA	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,876 :: 		
0x0AFC	0xF005EF87  	GOTO        ALOOP32C
;__Lib_MathDouble.c,877 :: 		
0x0B00	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,878 :: 		
0x0B02	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,879 :: 		
0x0B04	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,880 :: 		
0x0B06	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,881 :: 		
0x0B08	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,882 :: 		
0x0B0A	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,884 :: 		
ALOOP32C:
;__Lib_MathDouble.c,885 :: 		
0x0B0E	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,886 :: 		
0x0B10	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,887 :: 		
0x0B12	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,888 :: 		
0x0B14	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,889 :: 		
0x0B18	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,890 :: 		
0x0B1A	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,891 :: 		
0x0B1C	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,892 :: 		
0x0B1E	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,893 :: 		
0x0B22	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,894 :: 		
0x0B24	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,895 :: 		
0x0B26	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,897 :: 		
ANIB32B:
;__Lib_MathDouble.c,898 :: 		
0x0B2A	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,899 :: 		
0x0B2C	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,900 :: 		
0x0B2E	0xF005EFA6  	GOTO        ALOOP32B
;__Lib_MathDouble.c,901 :: 		
0x0B32	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,902 :: 		
0x0B34	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,903 :: 		
0x0B36	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,904 :: 		
0x0B38	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,905 :: 		
0x0B3A	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,906 :: 		
0x0B3C	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,907 :: 		
0x0B3E	0x2609      	ADDWF       R9, 1, 0
;__Lib_MathDouble.c,908 :: 		
0x0B40	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,909 :: 		
0x0B42	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,910 :: 		
0x0B44	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,911 :: 		
0x0B46	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,912 :: 		
0x0B48	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,914 :: 		
ALOOP32B:
;__Lib_MathDouble.c,915 :: 		
0x0B4C	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,916 :: 		
0x0B4E	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,917 :: 		
0x0B50	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,918 :: 		
0x0B52	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,919 :: 		
0x0B54	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,920 :: 		
0x0B58	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,921 :: 		
0x0B5A	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,922 :: 		
0x0B5C	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,923 :: 		
0x0B5E	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,924 :: 		
0x0B60	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,925 :: 		
0x0B64	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,926 :: 		
0x0B66	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,927 :: 		
0x0B68	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,928 :: 		
0x0B6A	0xF006EF14  	GOTO        ALIGNED32
;__Lib_MathDouble.c,930 :: 		
ANIB32A:
;__Lib_MathDouble.c,931 :: 		
0x0B6E	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,932 :: 		
0x0B70	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,933 :: 		
0x0B72	0xF005EFCE  	GOTO        ALOOP32A
;__Lib_MathDouble.c,934 :: 		
0x0B76	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,935 :: 		
0x0B78	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,936 :: 		
0x0B7A	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,937 :: 		
0x0B7C	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,938 :: 		
0x0B7E	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,939 :: 		
0x0B80	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,940 :: 		
0x0B82	0x2609      	ADDWF       R9, 1, 0
;__Lib_MathDouble.c,941 :: 		
0x0B84	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,942 :: 		
0x0B86	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,943 :: 		
0x0B88	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,944 :: 		
0x0B8A	0x3805      	SWAPF       R5, 0, 0
;__Lib_MathDouble.c,945 :: 		
0x0B8C	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,946 :: 		
0x0B8E	0x2604      	ADDWF       R4, 1, 0
;__Lib_MathDouble.c,947 :: 		
